cycle,length,position,class_name
810,20,2,BaseSpectrum
810,20,3,SpectrumUtils
810,20,4,EDSDetector
810,20,5,XRayTransition
810,20,6,Element
810,20,7,MeanIonizationPotential
810,20,8,AlgorithmClass
810,20,9,LitReference
810,20,10,Riveros1993
810,20,11,MassAbsorptionCoefficient
810,20,12,AtomicShell
810,20,13,AlgorithmUser
810,20,14,CorrectionAlgorithm
810,20,15,XPP1991
810,20,16,PAP1991
810,20,17,SpectrumProperties
810,20,18,QuantifyUsingSTEMinSEM
810,20,19,FilterFit
811,20,0,FilteredSpectrum
811,20,1,DerivedSpectrum
811,20,2,BaseSpectrum
811,20,3,SpectrumUtils
811,20,4,EDSDetector
811,20,5,XRayTransition
811,20,6,Element
811,20,7,MeanIonizationPotential
811,20,8,AlgorithmClass
811,20,9,LitReference
811,20,10,Riveros1993
811,20,11,MassAbsorptionCoefficient
811,20,12,AtomicShell
811,20,13,AlgorithmUser
811,20,14,CorrectionAlgorithm
811,20,15,XPP1989Ext
811,20,16,XPP1991
811,20,17,SpectrumProperties
811,20,18,QuantifyUsingSTEMinSEM
811,20,19,FilterFit
812,21,0,FilteredSpectrum
812,21,1,DerivedSpectrum
812,21,2,BaseSpectrum
812,21,3,SpectrumUtils
812,21,4,EDSDetector
812,21,5,XRayTransition
812,21,6,Element
812,21,7,MeanIonizationPotential
812,21,8,AlgorithmClass
812,21,9,LitReference
812,21,10,Riveros1993
812,21,11,MassAbsorptionCoefficient
812,21,12,AtomicShell
812,21,13,AlgorithmUser
812,21,14,CorrectionAlgorithm
812,21,15,XPP1989Ext
812,21,16,XPP1991
812,21,17,PAP1991
812,21,18,SpectrumProperties
812,21,19,QuantifyUsingSTEMinSEM
812,21,20,FilterFit
813,20,0,FilteredSpectrum
813,20,1,DerivedSpectrum
813,20,2,BaseSpectrum
813,20,3,SpectrumUtils
813,20,4,EDSDetector
813,20,5,XRayTransition
813,20,6,Element
813,20,7,MeanIonizationPotential
813,20,8,AlgorithmClass
813,20,9,LitReference
813,20,10,Riveros1993
813,20,11,MassAbsorptionCoefficient
813,20,12,AtomicShell
813,20,13,AlgorithmUser
813,20,14,CorrectionAlgorithm
813,20,15,XPP1989Ext
813,20,16,PAP1991
813,20,17,SpectrumProperties
813,20,18,QuantifyUsingSTEMinSEM
813,20,19,FilterFit
814,19,0,FilteredSpectrum
814,19,1,DerivedSpectrum
814,19,2,BaseSpectrum
814,19,3,SpectrumUtils
814,19,4,EDSDetector
814,19,5,XRayTransition
814,19,6,Element
814,19,7,MeanIonizationPotential
814,19,8,AlgorithmClass
814,19,9,LitReference
814,19,10,Riveros1993
814,19,11,MassAbsorptionCoefficient
814,19,12,AtomicShell
814,19,13,AlgorithmUser
814,19,14,CorrectionAlgorithm
814,19,15,XPP1989Ext
814,19,16,SpectrumProperties
814,19,17,QuantifyUsingSTEMinSEM
814,19,18,FilterFit
815,20,0,FilteredSpectrum
815,20,1,DerivedSpectrum
815,20,2,BaseSpectrum
815,20,3,SpectrumUtils
815,20,4,EDSDetector
815,20,5,XRayTransition
815,20,6,Element
815,20,7,MeanIonizationPotential
815,20,8,AlgorithmClass
815,20,9,LitReference
815,20,10,Riveros1993
815,20,11,MassAbsorptionCoefficient
815,20,12,AtomicShell
815,20,13,AlgorithmUser
815,20,14,CorrectionAlgorithm
815,20,15,Armstrong1982Correction
815,20,16,Armstrong1982Base
815,20,17,SpectrumProperties
815,20,18,QuantifyUsingSTEMinSEM
815,20,19,FilterFit
816,20,0,FilteredSpectrum
816,20,1,DerivedSpectrum
816,20,2,BaseSpectrum
816,20,3,SpectrumUtils
816,20,4,EDSDetector
816,20,5,XRayTransition
816,20,6,Element
816,20,7,MeanIonizationPotential
816,20,8,AlgorithmClass
816,20,9,LitReference
816,20,10,Riveros1993
816,20,11,MassAbsorptionCoefficient
816,20,12,AtomicShell
816,20,13,AlgorithmUser
816,20,14,CorrectionAlgorithm
816,20,15,Armstrong1982ParticleCorrection
816,20,16,Armstrong1982Base
816,20,17,SpectrumProperties
816,20,18,QuantifyUsingSTEMinSEM
816,20,19,FilterFit
817,21,0,FilteredSpectrum
817,21,1,DerivedSpectrum
817,21,2,BaseSpectrum
817,21,3,SpectrumUtils
817,21,4,EDSDetector
817,21,5,XRayTransition
817,21,6,Element
817,21,7,MeanIonizationPotential
817,21,8,AlgorithmClass
817,21,9,LitReference
817,21,10,Riveros1993
817,21,11,MassAbsorptionCoefficient
817,21,12,AtomicShell
817,21,13,AlgorithmUser
817,21,14,CorrectionAlgorithm
817,21,15,Armstrong1982ParticleCorrection
817,21,16,Armstrong1982Correction
817,21,17,Armstrong1982Base
817,21,18,SpectrumProperties
817,21,19,QuantifyUsingSTEMinSEM
817,21,20,FilterFit
818,19,0,FilteredSpectrum
818,19,1,DerivedSpectrum
818,19,2,BaseSpectrum
818,19,3,SpectrumUtils
818,19,4,EDSDetector
818,19,5,XRayTransition
818,19,6,Element
818,19,7,MeanIonizationPotential
818,19,8,AlgorithmClass
818,19,9,LitReference
818,19,10,Riveros1993
818,19,11,MassAbsorptionCoefficient
818,19,12,AtomicShell
818,19,13,AlgorithmUser
818,19,14,CorrectionAlgorithm
818,19,15,Armstrong1982ParticleCorrection
818,19,16,SpectrumProperties
818,19,17,QuantifyUsingSTEMinSEM
818,19,18,FilterFit
819,19,0,FilteredSpectrum
819,19,1,DerivedSpectrum
819,19,2,BaseSpectrum
819,19,3,SpectrumUtils
819,19,4,EDSDetector
819,19,5,XRayTransition
819,19,6,Element
819,19,7,MeanIonizationPotential
819,19,8,AlgorithmClass
819,19,9,LitReference
819,19,10,Riveros1993
819,19,11,MassAbsorptionCoefficient
819,19,12,Material
819,19,13,Composition
819,19,14,AlgorithmUser
819,19,15,CorrectionAlgorithm
819,19,16,SpectrumProperties
819,19,17,QuantifyUsingSTEMinSEM
819,19,18,FilterFit
820,20,0,FilteredSpectrum
820,20,1,DerivedSpectrum
820,20,2,BaseSpectrum
820,20,3,SpectrumUtils
820,20,4,EDSDetector
820,20,5,XRayTransition
820,20,6,Element
820,20,7,MeanIonizationPotential
820,20,8,AlgorithmClass
820,20,9,LitReference
820,20,10,Riveros1993
820,20,11,MassAbsorptionCoefficient
820,20,12,Material
820,20,13,Composition
820,20,14,AlgorithmUser
820,20,15,CorrectionAlgorithm
820,20,16,Fluorescence
820,20,17,SpectrumProperties
820,20,18,QuantifyUsingSTEMinSEM
820,20,19,FilterFit
821,20,0,FilteredSpectrum
821,20,1,DerivedSpectrum
821,20,2,BaseSpectrum
821,20,3,SpectrumUtils
821,20,4,EDSDetector
821,20,5,XRayTransition
821,20,6,Element
821,20,7,MeanIonizationPotential
821,20,8,AlgorithmClass
821,20,9,LitReference
821,20,10,Riveros1993
821,20,11,MassAbsorptionCoefficient
821,20,12,Material
821,20,13,Composition
821,20,14,AlgorithmUser
821,20,15,CorrectionAlgorithm
821,20,16,PAP1991
821,20,17,SpectrumProperties
821,20,18,QuantifyUsingSTEMinSEM
821,20,19,FilterFit
822,20,0,FilteredSpectrum
822,20,1,DerivedSpectrum
822,20,2,BaseSpectrum
822,20,3,SpectrumUtils
822,20,4,EDSDetector
822,20,5,XRayTransition
822,20,6,Element
822,20,7,MeanIonizationPotential
822,20,8,AlgorithmClass
822,20,9,LitReference
822,20,10,Riveros1993
822,20,11,MassAbsorptionCoefficient
822,20,12,Material
822,20,13,Composition
822,20,14,AlgorithmUser
822,20,15,CorrectionAlgorithm
822,20,16,XPP1991
822,20,17,SpectrumProperties
822,20,18,QuantifyUsingSTEMinSEM
822,20,19,FilterFit
823,21,0,FilteredSpectrum
823,21,1,DerivedSpectrum
823,21,2,BaseSpectrum
823,21,3,SpectrumUtils
823,21,4,EDSDetector
823,21,5,XRayTransition
823,21,6,Element
823,21,7,MeanIonizationPotential
823,21,8,AlgorithmClass
823,21,9,LitReference
823,21,10,Riveros1993
823,21,11,MassAbsorptionCoefficient
823,21,12,Material
823,21,13,Composition
823,21,14,AlgorithmUser
823,21,15,CorrectionAlgorithm
823,21,16,XPP1991
823,21,17,PAP1991
823,21,18,SpectrumProperties
823,21,19,QuantifyUsingSTEMinSEM
823,21,20,FilterFit
824,21,0,FilteredSpectrum
824,21,1,DerivedSpectrum
824,21,2,BaseSpectrum
824,21,3,SpectrumUtils
824,21,4,EDSDetector
824,21,5,XRayTransition
824,21,6,Element
824,21,7,MeanIonizationPotential
824,21,8,AlgorithmClass
824,21,9,LitReference
824,21,10,Riveros1993
824,21,11,MassAbsorptionCoefficient
824,21,12,Material
824,21,13,Composition
824,21,14,AlgorithmUser
824,21,15,CorrectionAlgorithm
824,21,16,XPP1989Ext
824,21,17,XPP1991
824,21,18,SpectrumProperties
824,21,19,QuantifyUsingSTEMinSEM
824,21,20,FilterFit
825,22,0,FilteredSpectrum
825,22,1,DerivedSpectrum
825,22,2,BaseSpectrum
825,22,3,SpectrumUtils
825,22,4,EDSDetector
825,22,5,XRayTransition
825,22,6,Element
825,22,7,MeanIonizationPotential
825,22,8,AlgorithmClass
825,22,9,LitReference
825,22,10,Riveros1993
825,22,11,MassAbsorptionCoefficient
825,22,12,Material
825,22,13,Composition
825,22,14,AlgorithmUser
825,22,15,CorrectionAlgorithm
825,22,16,XPP1989Ext
825,22,17,XPP1991
825,22,18,PAP1991
825,22,19,SpectrumProperties
825,22,20,QuantifyUsingSTEMinSEM
825,22,21,FilterFit
826,21,0,FilteredSpectrum
826,21,1,DerivedSpectrum
826,21,2,BaseSpectrum
826,21,3,SpectrumUtils
826,21,4,EDSDetector
826,21,5,XRayTransition
826,21,6,Element
826,21,7,MeanIonizationPotential
826,21,8,AlgorithmClass
826,21,9,LitReference
826,21,10,Riveros1993
826,21,11,MassAbsorptionCoefficient
826,21,12,Material
826,21,13,Composition
826,21,14,AlgorithmUser
826,21,15,CorrectionAlgorithm
826,21,16,XPP1989Ext
826,21,17,PAP1991
826,21,18,SpectrumProperties
826,21,19,QuantifyUsingSTEMinSEM
826,21,20,FilterFit
827,20,0,FilteredSpectrum
827,20,1,DerivedSpectrum
827,20,2,BaseSpectrum
827,20,3,SpectrumUtils
827,20,4,EDSDetector
827,20,5,XRayTransition
827,20,6,Element
827,20,7,MeanIonizationPotential
827,20,8,AlgorithmClass
827,20,9,LitReference
827,20,10,Riveros1993
827,20,11,MassAbsorptionCoefficient
827,20,12,Material
827,20,13,Composition
827,20,14,AlgorithmUser
827,20,15,CorrectionAlgorithm
827,20,16,XPP1989Ext
827,20,17,SpectrumProperties
827,20,18,QuantifyUsingSTEMinSEM
827,20,19,FilterFit
828,21,0,FilteredSpectrum
828,21,1,DerivedSpectrum
828,21,2,BaseSpectrum
828,21,3,SpectrumUtils
828,21,4,EDSDetector
828,21,5,XRayTransition
828,21,6,Element
828,21,7,MeanIonizationPotential
828,21,8,AlgorithmClass
828,21,9,LitReference
828,21,10,Riveros1993
828,21,11,MassAbsorptionCoefficient
828,21,12,Material
828,21,13,Composition
828,21,14,AlgorithmUser
828,21,15,CorrectionAlgorithm
828,21,16,Armstrong1982Correction
828,21,17,Armstrong1982Base
828,21,18,SpectrumProperties
828,21,19,QuantifyUsingSTEMinSEM
828,21,20,FilterFit
829,21,0,FilteredSpectrum
829,21,1,DerivedSpectrum
829,21,2,BaseSpectrum
829,21,3,SpectrumUtils
829,21,4,EDSDetector
829,21,5,XRayTransition
829,21,6,Element
829,21,7,MeanIonizationPotential
829,21,8,AlgorithmClass
829,21,9,LitReference
829,21,10,Riveros1993
829,21,11,MassAbsorptionCoefficient
829,21,12,Material
829,21,13,Composition
829,21,14,AlgorithmUser
829,21,15,CorrectionAlgorithm
829,21,16,Armstrong1982ParticleCorrection
829,21,17,Armstrong1982Base
829,21,18,SpectrumProperties
829,21,19,QuantifyUsingSTEMinSEM
829,21,20,FilterFit
830,22,0,FilteredSpectrum
830,22,1,DerivedSpectrum
830,22,2,BaseSpectrum
830,22,3,SpectrumUtils
830,22,4,EDSDetector
830,22,5,XRayTransition
830,22,6,Element
830,22,7,MeanIonizationPotential
830,22,8,AlgorithmClass
830,22,9,LitReference
830,22,10,Riveros1993
830,22,11,MassAbsorptionCoefficient
830,22,12,Material
830,22,13,Composition
830,22,14,AlgorithmUser
830,22,15,CorrectionAlgorithm
830,22,16,Armstrong1982ParticleCorrection
830,22,17,Armstrong1982Correction
830,22,18,Armstrong1982Base
830,22,19,SpectrumProperties
830,22,20,QuantifyUsingSTEMinSEM
830,22,21,FilterFit
831,20,0,FilteredSpectrum
831,20,1,DerivedSpectrum
831,20,2,BaseSpectrum
831,20,3,SpectrumUtils
831,20,4,EDSDetector
831,20,5,XRayTransition
831,20,6,Element
831,20,7,MeanIonizationPotential
831,20,8,AlgorithmClass
831,20,9,LitReference
831,20,10,Riveros1993
831,20,11,MassAbsorptionCoefficient
831,20,12,Material
831,20,13,Composition
831,20,14,AlgorithmUser
831,20,15,CorrectionAlgorithm
831,20,16,Armstrong1982ParticleCorrection
831,20,17,SpectrumProperties
831,20,18,QuantifyUsingSTEMinSEM
831,20,19,FilterFit
832,18,0,FilteredSpectrum
832,18,1,DerivedSpectrum
832,18,2,BaseSpectrum
832,18,3,SpectrumUtils
832,18,4,EDSDetector
832,18,5,XRayTransition
832,18,6,Element
832,18,7,MeanIonizationPotential
832,18,8,AlgorithmClass
832,18,9,LitReference
832,18,10,Riveros1993
832,18,11,MassAbsorptionCoefficient
832,18,12,Composition
832,18,13,AlgorithmUser
832,18,14,CorrectionAlgorithm
832,18,15,SpectrumProperties
832,18,16,QuantifyUsingSTEMinSEM
832,18,17,FilterFit
833,19,0,FilteredSpectrum
833,19,1,DerivedSpectrum
833,19,2,BaseSpectrum
833,19,3,SpectrumUtils
833,19,4,EDSDetector
833,19,5,XRayTransition
833,19,6,Element
833,19,7,MeanIonizationPotential
833,19,8,AlgorithmClass
833,19,9,LitReference
833,19,10,Riveros1993
833,19,11,MassAbsorptionCoefficient
833,19,12,Composition
833,19,13,AlgorithmUser
833,19,14,CorrectionAlgorithm
833,19,15,Fluorescence
833,19,16,SpectrumProperties
833,19,17,QuantifyUsingSTEMinSEM
833,19,18,FilterFit
834,19,0,FilteredSpectrum
834,19,1,DerivedSpectrum
834,19,2,BaseSpectrum
834,19,3,SpectrumUtils
834,19,4,EDSDetector
834,19,5,XRayTransition
834,19,6,Element
834,19,7,MeanIonizationPotential
834,19,8,AlgorithmClass
834,19,9,LitReference
834,19,10,Riveros1993
834,19,11,MassAbsorptionCoefficient
834,19,12,Composition
834,19,13,AlgorithmUser
834,19,14,CorrectionAlgorithm
834,19,15,PAP1991
834,19,16,SpectrumProperties
834,19,17,QuantifyUsingSTEMinSEM
834,19,18,FilterFit
835,19,0,FilteredSpectrum
835,19,1,DerivedSpectrum
835,19,2,BaseSpectrum
835,19,3,SpectrumUtils
835,19,4,EDSDetector
835,19,5,XRayTransition
835,19,6,Element
835,19,7,MeanIonizationPotential
835,19,8,AlgorithmClass
835,19,9,LitReference
835,19,10,Riveros1993
835,19,11,MassAbsorptionCoefficient
835,19,12,Composition
835,19,13,AlgorithmUser
835,19,14,CorrectionAlgorithm
835,19,15,XPP1991
835,19,16,SpectrumProperties
835,19,17,QuantifyUsingSTEMinSEM
835,19,18,FilterFit
836,20,0,FilteredSpectrum
836,20,1,DerivedSpectrum
836,20,2,BaseSpectrum
836,20,3,SpectrumUtils
836,20,4,EDSDetector
836,20,5,XRayTransition
836,20,6,Element
836,20,7,MeanIonizationPotential
836,20,8,AlgorithmClass
836,20,9,LitReference
836,20,10,Riveros1993
836,20,11,MassAbsorptionCoefficient
836,20,12,Composition
836,20,13,AlgorithmUser
836,20,14,CorrectionAlgorithm
836,20,15,XPP1991
836,20,16,PAP1991
836,20,17,SpectrumProperties
836,20,18,QuantifyUsingSTEMinSEM
836,20,19,FilterFit
837,20,0,FilteredSpectrum
837,20,1,DerivedSpectrum
837,20,2,BaseSpectrum
837,20,3,SpectrumUtils
837,20,4,EDSDetector
837,20,5,XRayTransition
837,20,6,Element
837,20,7,MeanIonizationPotential
837,20,8,AlgorithmClass
837,20,9,LitReference
837,20,10,Riveros1993
837,20,11,MassAbsorptionCoefficient
837,20,12,Composition
837,20,13,AlgorithmUser
837,20,14,CorrectionAlgorithm
837,20,15,XPP1989Ext
837,20,16,XPP1991
837,20,17,SpectrumProperties
837,20,18,QuantifyUsingSTEMinSEM
837,20,19,FilterFit
838,21,0,FilteredSpectrum
838,21,1,DerivedSpectrum
838,21,2,BaseSpectrum
838,21,3,SpectrumUtils
838,21,4,EDSDetector
838,21,5,XRayTransition
838,21,6,Element
838,21,7,MeanIonizationPotential
838,21,8,AlgorithmClass
838,21,9,LitReference
838,21,10,Riveros1993
838,21,11,MassAbsorptionCoefficient
838,21,12,Composition
838,21,13,AlgorithmUser
838,21,14,CorrectionAlgorithm
838,21,15,XPP1989Ext
838,21,16,XPP1991
838,21,17,PAP1991
838,21,18,SpectrumProperties
838,21,19,QuantifyUsingSTEMinSEM
838,21,20,FilterFit
839,20,0,FilteredSpectrum
839,20,1,DerivedSpectrum
839,20,2,BaseSpectrum
839,20,3,SpectrumUtils
839,20,4,EDSDetector
839,20,5,XRayTransition
839,20,6,Element
839,20,7,MeanIonizationPotential
839,20,8,AlgorithmClass
839,20,9,LitReference
839,20,10,Riveros1993
839,20,11,MassAbsorptionCoefficient
839,20,12,Composition
839,20,13,AlgorithmUser
839,20,14,CorrectionAlgorithm
839,20,15,XPP1989Ext
839,20,16,PAP1991
839,20,17,SpectrumProperties
839,20,18,QuantifyUsingSTEMinSEM
839,20,19,FilterFit
840,19,0,FilteredSpectrum
840,19,1,DerivedSpectrum
840,19,2,BaseSpectrum
840,19,3,SpectrumUtils
840,19,4,EDSDetector
840,19,5,XRayTransition
840,19,6,Element
840,19,7,MeanIonizationPotential
840,19,8,AlgorithmClass
840,19,9,LitReference
840,19,10,Riveros1993
840,19,11,MassAbsorptionCoefficient
840,19,12,Composition
840,19,13,AlgorithmUser
840,19,14,CorrectionAlgorithm
840,19,15,XPP1989Ext
840,19,16,SpectrumProperties
840,19,17,QuantifyUsingSTEMinSEM
840,19,18,FilterFit
841,20,0,FilteredSpectrum
841,20,1,DerivedSpectrum
841,20,2,BaseSpectrum
841,20,3,SpectrumUtils
841,20,4,EDSDetector
841,20,5,XRayTransition
841,20,6,Element
841,20,7,MeanIonizationPotential
841,20,8,AlgorithmClass
841,20,9,LitReference
841,20,10,Riveros1993
841,20,11,MassAbsorptionCoefficient
841,20,12,Composition
841,20,13,AlgorithmUser
841,20,14,CorrectionAlgorithm
841,20,15,Armstrong1982Correction
841,20,16,Armstrong1982Base
841,20,17,SpectrumProperties
841,20,18,QuantifyUsingSTEMinSEM
841,20,19,FilterFit
842,20,0,FilteredSpectrum
842,20,1,DerivedSpectrum
842,20,2,BaseSpectrum
842,20,3,SpectrumUtils
842,20,4,EDSDetector
842,20,5,XRayTransition
842,20,6,Element
842,20,7,MeanIonizationPotential
842,20,8,AlgorithmClass
842,20,9,LitReference
842,20,10,Riveros1993
842,20,11,MassAbsorptionCoefficient
842,20,12,Composition
842,20,13,AlgorithmUser
842,20,14,CorrectionAlgorithm
842,20,15,Armstrong1982ParticleCorrection
842,20,16,Armstrong1982Base
842,20,17,SpectrumProperties
842,20,18,QuantifyUsingSTEMinSEM
842,20,19,FilterFit
843,21,0,FilteredSpectrum
843,21,1,DerivedSpectrum
843,21,2,BaseSpectrum
843,21,3,SpectrumUtils
843,21,4,EDSDetector
843,21,5,XRayTransition
843,21,6,Element
843,21,7,MeanIonizationPotential
843,21,8,AlgorithmClass
843,21,9,LitReference
843,21,10,Riveros1993
843,21,11,MassAbsorptionCoefficient
843,21,12,Composition
843,21,13,AlgorithmUser
843,21,14,CorrectionAlgorithm
843,21,15,Armstrong1982ParticleCorrection
843,21,16,Armstrong1982Correction
843,21,17,Armstrong1982Base
843,21,18,SpectrumProperties
843,21,19,QuantifyUsingSTEMinSEM
843,21,20,FilterFit
844,19,0,FilteredSpectrum
844,19,1,DerivedSpectrum
844,19,2,BaseSpectrum
844,19,3,SpectrumUtils
844,19,4,EDSDetector
844,19,5,XRayTransition
844,19,6,Element
844,19,7,MeanIonizationPotential
844,19,8,AlgorithmClass
844,19,9,LitReference
844,19,10,Riveros1993
844,19,11,MassAbsorptionCoefficient
844,19,12,Composition
844,19,13,AlgorithmUser
844,19,14,CorrectionAlgorithm
844,19,15,Armstrong1982ParticleCorrection
844,19,16,SpectrumProperties
844,19,17,QuantifyUsingSTEMinSEM
844,19,18,FilterFit
845,14,0,FilteredSpectrum
845,14,1,DerivedSpectrum
845,14,2,BaseSpectrum
845,14,3,SpectrumUtils
845,14,4,EDSDetector
845,14,5,XRayTransition
845,14,6,Element
845,14,7,MeanIonizationPotential
845,14,8,Composition
845,14,9,AlgorithmUser
845,14,10,CorrectionAlgorithm
845,14,11,SpectrumProperties
845,14,12,QuantifyUsingSTEMinSEM
845,14,13,FilterFit
846,15,0,FilteredSpectrum
846,15,1,DerivedSpectrum
846,15,2,BaseSpectrum
846,15,3,SpectrumUtils
846,15,4,EDSDetector
846,15,5,XRayTransition
846,15,6,Element
846,15,7,MeanIonizationPotential
846,15,8,Composition
846,15,9,AlgorithmUser
846,15,10,CorrectionAlgorithm
846,15,11,Fluorescence
846,15,12,SpectrumProperties
846,15,13,QuantifyUsingSTEMinSEM
846,15,14,FilterFit
847,15,0,FilteredSpectrum
847,15,1,DerivedSpectrum
847,15,2,BaseSpectrum
847,15,3,SpectrumUtils
847,15,4,EDSDetector
847,15,5,XRayTransition
847,15,6,Element
847,15,7,MeanIonizationPotential
847,15,8,Composition
847,15,9,AlgorithmUser
847,15,10,CorrectionAlgorithm
847,15,11,PAP1991
847,15,12,SpectrumProperties
847,15,13,QuantifyUsingSTEMinSEM
847,15,14,FilterFit
848,15,0,FilteredSpectrum
848,15,1,DerivedSpectrum
848,15,2,BaseSpectrum
848,15,3,SpectrumUtils
848,15,4,EDSDetector
848,15,5,XRayTransition
848,15,6,Element
848,15,7,MeanIonizationPotential
848,15,8,Composition
848,15,9,AlgorithmUser
848,15,10,CorrectionAlgorithm
848,15,11,XPP1991
848,15,12,SpectrumProperties
848,15,13,QuantifyUsingSTEMinSEM
848,15,14,FilterFit
849,16,0,FilteredSpectrum
849,16,1,DerivedSpectrum
849,16,2,BaseSpectrum
849,16,3,SpectrumUtils
849,16,4,EDSDetector
849,16,5,XRayTransition
849,16,6,Element
849,16,7,MeanIonizationPotential
849,16,8,Composition
849,16,9,AlgorithmUser
849,16,10,CorrectionAlgorithm
849,16,11,XPP1991
849,16,12,PAP1991
849,16,13,SpectrumProperties
849,16,14,QuantifyUsingSTEMinSEM
849,16,15,FilterFit
850,16,0,FilteredSpectrum
850,16,1,DerivedSpectrum
850,16,2,BaseSpectrum
850,16,3,SpectrumUtils
850,16,4,EDSDetector
850,16,5,XRayTransition
850,16,6,Element
850,16,7,MeanIonizationPotential
850,16,8,Composition
850,16,9,AlgorithmUser
850,16,10,CorrectionAlgorithm
850,16,11,XPP1989Ext
850,16,12,XPP1991
850,16,13,SpectrumProperties
850,16,14,QuantifyUsingSTEMinSEM
850,16,15,FilterFit
851,17,0,FilteredSpectrum
851,17,1,DerivedSpectrum
851,17,2,BaseSpectrum
851,17,3,SpectrumUtils
851,17,4,EDSDetector
851,17,5,XRayTransition
851,17,6,Element
851,17,7,MeanIonizationPotential
851,17,8,Composition
851,17,9,AlgorithmUser
851,17,10,CorrectionAlgorithm
851,17,11,XPP1989Ext
851,17,12,XPP1991
851,17,13,PAP1991
851,17,14,SpectrumProperties
851,17,15,QuantifyUsingSTEMinSEM
851,17,16,FilterFit
852,16,0,FilteredSpectrum
852,16,1,DerivedSpectrum
852,16,2,BaseSpectrum
852,16,3,SpectrumUtils
852,16,4,EDSDetector
852,16,5,XRayTransition
852,16,6,Element
852,16,7,MeanIonizationPotential
852,16,8,Composition
852,16,9,AlgorithmUser
852,16,10,CorrectionAlgorithm
852,16,11,XPP1989Ext
852,16,12,PAP1991
852,16,13,SpectrumProperties
852,16,14,QuantifyUsingSTEMinSEM
852,16,15,FilterFit
853,15,0,FilteredSpectrum
853,15,1,DerivedSpectrum
853,15,2,BaseSpectrum
853,15,3,SpectrumUtils
853,15,4,EDSDetector
853,15,5,XRayTransition
853,15,6,Element
853,15,7,MeanIonizationPotential
853,15,8,Composition
853,15,9,AlgorithmUser
853,15,10,CorrectionAlgorithm
853,15,11,XPP1989Ext
853,15,12,SpectrumProperties
853,15,13,QuantifyUsingSTEMinSEM
853,15,14,FilterFit
854,16,0,FilteredSpectrum
854,16,1,DerivedSpectrum
854,16,2,BaseSpectrum
854,16,3,SpectrumUtils
854,16,4,EDSDetector
854,16,5,XRayTransition
854,16,6,Element
854,16,7,MeanIonizationPotential
854,16,8,Composition
854,16,9,AlgorithmUser
854,16,10,CorrectionAlgorithm
854,16,11,Armstrong1982Correction
854,16,12,Armstrong1982Base
854,16,13,SpectrumProperties
854,16,14,QuantifyUsingSTEMinSEM
854,16,15,FilterFit
855,16,0,FilteredSpectrum
855,16,1,DerivedSpectrum
855,16,2,BaseSpectrum
855,16,3,SpectrumUtils
855,16,4,EDSDetector
855,16,5,XRayTransition
855,16,6,Element
855,16,7,MeanIonizationPotential
855,16,8,Composition
855,16,9,AlgorithmUser
855,16,10,CorrectionAlgorithm
855,16,11,Armstrong1982ParticleCorrection
855,16,12,Armstrong1982Base
855,16,13,SpectrumProperties
855,16,14,QuantifyUsingSTEMinSEM
855,16,15,FilterFit
856,17,0,FilteredSpectrum
856,17,1,DerivedSpectrum
856,17,2,BaseSpectrum
856,17,3,SpectrumUtils
856,17,4,EDSDetector
856,17,5,XRayTransition
856,17,6,Element
856,17,7,MeanIonizationPotential
856,17,8,Composition
856,17,9,AlgorithmUser
856,17,10,CorrectionAlgorithm
856,17,11,Armstrong1982ParticleCorrection
856,17,12,Armstrong1982Correction
856,17,13,Armstrong1982Base
856,17,14,SpectrumProperties
856,17,15,QuantifyUsingSTEMinSEM
856,17,16,FilterFit
857,15,0,FilteredSpectrum
857,15,1,DerivedSpectrum
857,15,2,BaseSpectrum
857,15,3,SpectrumUtils
857,15,4,EDSDetector
857,15,5,XRayTransition
857,15,6,Element
857,15,7,MeanIonizationPotential
857,15,8,Composition
857,15,9,AlgorithmUser
857,15,10,CorrectionAlgorithm
857,15,11,Armstrong1982ParticleCorrection
857,15,12,SpectrumProperties
857,15,13,QuantifyUsingSTEMinSEM
857,15,14,FilterFit
858,14,0,FilteredSpectrum
858,14,1,DerivedSpectrum
858,14,2,BaseSpectrum
858,14,3,SpectrumUtils
858,14,4,EDSDetector
858,14,5,XRayTransition
858,14,6,Element
858,14,7,BetheElectronEnergyLoss
858,14,8,AlgorithmClass
858,14,9,AlgorithmUser
858,14,10,CorrectionAlgorithm
858,14,11,SpectrumProperties
858,14,12,QuantifyUsingSTEMinSEM
858,14,13,FilterFit
859,15,0,FilteredSpectrum
859,15,1,DerivedSpectrum
859,15,2,BaseSpectrum
859,15,3,SpectrumUtils
859,15,4,EDSDetector
859,15,5,XRayTransition
859,15,6,Element
859,15,7,BetheElectronEnergyLoss
859,15,8,AlgorithmClass
859,15,9,AlgorithmUser
859,15,10,CorrectionAlgorithm
859,15,11,Fluorescence
859,15,12,SpectrumProperties
859,15,13,QuantifyUsingSTEMinSEM
859,15,14,FilterFit
860,15,0,FilteredSpectrum
860,15,1,DerivedSpectrum
860,15,2,BaseSpectrum
860,15,3,SpectrumUtils
860,15,4,EDSDetector
860,15,5,XRayTransition
860,15,6,Element
860,15,7,BetheElectronEnergyLoss
860,15,8,AlgorithmClass
860,15,9,AlgorithmUser
860,15,10,CorrectionAlgorithm
860,15,11,PAP1991
860,15,12,SpectrumProperties
